transaction_id,project_id,freelancer_id,client_id,project_value,platform_commission,transaction_date,payment_status
1407,5620,2088,360,2192.46,206.67,2026-02-15,Pending
1408,1833,2558,701,197.84,175.72,2025-11-18,Paid
1409,1355,1500,1146,2990.08,97.65,2025-03-11,Pending
1410,4876,232,1138,918.64,166.56,2025-09-23,Pending
1411,2522,2809,178,1660.26,166.66,2024-10-29,Pending
1412,5718,2338,522,2870.30,307.77,2025-03-08,Pending
1413,3937,1632,1174,2930.51,266.50,2025-02-12,Pending
1414,2564,4,663,266.46,209.35,2025-05-10,Paid
1415,2289,111,762,1746.14,183.78,2024-11-30,Paid
1416,3181,1248,654,1359.54,86.30,2025-03-15,Paid
1417,1760,527,156,2089.46,151.58,2026-02-20,Pending
1418,4488,746,252,2105.26,211.99,2025-09-21,Pending
1419,3805,2866,92,403.77,114.29,2024-07-24,Pending
1420,1098,2896,555,2274.95,187.50,2025-05-15,Pending
1421,5030,1159,964,1420.54,148.19,2025-06-06,Paid
1422,2973,1456,388,1085.00,36.75,2024-08-20,Pending
1423,1120,1415,675,1153.47,226.79,2026-01-28,Paid
1424,3250,2259,942,1664.25,279.83,2026-01-19,Paid
1425,837,1656,381,2938.84,118.31,2026-02-11,Paid
1426,3773,1051,787,1097.90,198.16,2025-10-02,Paid
1427,582,2598,223,442.74,22.82,2024-09-03,Pending
1428,781,1859,874,1513.94,255.01,2024-12-10,Pending
1429,2622,1079,757,2886.86,297.85,2024-08-20,Pending
1430,3761,1283,1184,911.36,173.33,2025-03-07,Paid
1431,5043,2202,167,883.74,195.08,2024-11-05,Paid
1432,1693,2459,493,1855.38,275.74,2025-04-26,Paid
1433,4525,1478,955,2270.15,261.59,2025-05-22,Pending
1434,5544,1880,961,3052.88,124.29,2025-07-09,Pending
1435,3776,2385,518,1466.70,202.20,2025-12-20,Pending
1436,2680,186,405,1616.60,99.08,2026-01-17,Paid
1437,3559,2847,559,526.28,106.27,2025-10-20,Paid
1438,865,1957,379,2614.17,119.26,2025-10-15,Pending
1439,2577,2691,250,1525.85,150.87,2025-12-15,Pending
1440,5139,1774,941,2377.13,265.19,2025-10-10,Pending
1441,552,1242,225,1417.91,163.39,2024-09-26,Pending
1442,167,258,315,372.78,144.75,2024-08-11,Paid
1443,5724,1906,1031,1721.85,287.73,2024-11-17,Pending
1444,492,163,448,2124.42,171.63,2025-02-09,Pending
1445,2938,2128,937,1400.00,315.79,2025-06-10,Paid
1446,3855,1489,897,852.02,315.65,2025-05-29,Paid
1447,336,1338,967,1554.05,181.26,2025-12-24,Paid
1448,3829,496,447,2867.42,302.31,2025-01-27,Paid
1449,2664,1562,197,735.31,122.58,2025-07-11,Pending
1450,492,2605,1009,2660.14,200.40,2025-02-14,Paid
1451,5913,191,593,2194.52,65.57,2025-01-04,Paid
1452,2786,2403,214,1453.11,262.47,2026-02-20,Pending
1453,4907,1812,318,1278.28,142.71,2024-09-22,Paid
1454,4182,2514,637,1336.42,280.38,2024-10-17,Pending
1455,14,576,118,622.68,25.09,2025-11-15,Paid
1456,3301,626,264,2949.11,155.74,2025-08-19,Pending
1457,4168,1676,758,2151.03,32.17,2025-04-14,Pending
1458,3480,19,1033,1301.10,257.04,2024-09-18,Pending
1459,4353,447,561,2140.63,283.42,2025-07-20,Pending
1460,5295,1736,1103,2845.96,210.88,2025-07-14,Pending
1461,851,130,1090,2100.03,128.27,2025-03-14,Pending
1462,5922,1619,219,1814.00,312.11,2025-05-06,Pending
1463,2394,1721,923,2303.29,187.97,2024-11-03,Pending
1464,3506,2151,1086,2846.38,241.97,2025-06-20,Paid
1465,884,1993,303,388.61,267.59,2024-12-01,Pending
1466,2783,1557,863,1783.31,235.71,2024-10-17,Paid
1467,4561,1892,1198,2689.75,249.11,2025-07-10,Pending
1468,1360,1973,261,1380.60,141.34,2024-11-06,Paid
1469,3529,1992,634,1956.03,160.36,2025-12-24,Paid
1470,3334,2818,968,1460.41,67.47,2026-02-23,Pending
1471,3394,2144,993,2907.55,243.47,2026-02-21,Paid
1472,2961,381,795,1225.50,165.94,2024-09-20,Paid
1473,3347,1482,884,799.53,47.65,2025-07-19,Pending
1474,496,1944,578,1663.35,160.60,2025-02-25,Paid
1475,3685,1327,441,1973.86,287.20,2025-10-12,Paid
1476,4699,368,1168,209.92,228.29,2025-08-03,Paid
1477,337,88,734,2778.04,26.52,2025-03-27,Paid
1478,1421,1323,258,1204.44,299.96,2024-08-04,Pending
1479,152,1146,1090,1581.38,161.82,2024-07-28,Pending
1480,3558,2977,866,1158.28,73.76,2025-07-14,Pending
1481,1906,2774,192,2853.28,260.49,2025-08-16,Pending
1482,5059,2916,422,2028.39,267.09,2025-07-23,Paid
1483,228,470,299,2968.10,307.56,2025-04-09,Paid
1484,2673,2590,1141,1924.56,177.76,2024-07-22,Pending
1485,5049,654,15,2068.73,82.72,2025-12-18,Pending
1486,5429,1872,356,3034.75,262.20,2025-07-10,Paid
1487,3809,386,16,2756.91,306.27,2024-07-22,Paid
1488,3445,2547,1153,2235.45,29.35,2025-03-01,Pending
1489,3660,2149,440,598.96,48.91,2026-01-20,Pending
1490,4119,1160,75,359.82,183.95,2026-01-08,Paid
1491,5870,2233,259,2278.60,71.79,2025-09-08,Paid
1492,47,2534,72,2862.79,98.71,2024-10-14,Paid
1493,2661,1040,443,1434.75,157.75,2024-09-12,Paid
1494,5834,1209,906,2594.50,25.72,2025-09-13,Pending
1495,5842,1013,79,2438.76,78.83,2024-09-07,Pending
1496,5162,8,472,2866.36,140.29,2025-07-08,Pending
1497,3948,2337,745,146.73,305.64,2025-02-17,Paid
1498,1937,2099,605,1455.12,229.32,2025-12-01,Pending
1499,4509,1757,936,2674.37,134.05,2024-08-23,Paid
1500,2001,2713,589,585.62,298.49,2025-02-01,Pending
1501,5013,1749,995,682.16,312.00,2024-12-30,Pending
1502,1805,1248,1065,304.64,290.56,2025-04-07,Pending
1503,2915,1343,862,1941.86,132.88,2024-09-10,Pending
1504,446,2937,20,1656.02,37.51,2024-09-11,Paid
1505,798,1617,158,2946.88,121.64,2025-03-09,Pending
1506,1396,762,24,1307.46,113.61,2025-11-25,Paid
1507,836,1321,707,2375.17,189.59,2024-10-11,Pending
1508,1001,2033,599,963.51,263.74,2026-03-11,Paid
1509,4168,2847,841,658.55,64.58,2025-07-15,Pending
1510,3306,2270,850,1173.67,263.01,2024-12-18,Pending
1511,5993,55,444,2795.07,27.62,2025-12-29,Paid
1512,4555,40,70,2324.49,126.85,2025-03-14,Paid
1513,361,934,803,2524.77,216.30,2024-09-02,Paid
1514,2635,1079,937,1245.96,260.82,2024-11-18,Pending
1515,5805,2869,873,141.01,238.65,2025-08-02,Pending
1516,172,1576,1006,1228.72,279.11,2025-10-19,Paid
1517,2764,2155,752,2672.87,294.06,2025-01-16,Paid
1518,805,2612,997,879.01,241.21,2025-12-30,Pending
1519,3437,1780,290,2346.85,239.20,2025-07-09,Pending
1520,4766,1490,658,1590.83,99.56,2024-11-28,Pending
1521,552,1358,672,427.67,275.22,2025-12-07,Paid
1522,5058,2063,597,1594.16,51.96,2024-07-30,Paid
1523,919,1556,348,2525.34,126.46,2026-01-07,Paid
1524,4431,1537,630,2104.59,243.71,2026-02-16,Paid
1525,1194,2017,917,1822.64,295.91,2025-09-16,Paid
1526,5845,1344,347,615.17,218.89,2024-12-17,Paid
1527,2125,745,929,2502.06,221.43,2025-08-20,Paid
1528,2978,968,607,1184.37,55.60,2025-05-29,Paid
1529,2217,2701,115,2409.87,214.49,2025-10-02,Paid
1530,5550,1823,1102,767.28,156.18,2024-11-04,Pending
1531,2535,2470,740,572.63,124.49,2024-10-03,Paid
1532,4825,2448,1141,2797.54,204.05,2025-01-20,Pending
1533,4567,1234,263,481.96,97.80,2025-01-31,Paid
1534,5309,1521,698,144.24,103.12,2025-12-08,Paid
1535,2970,2397,660,2067.72,246.47,2025-08-24,Pending
1536,1593,750,154,383.14,39.90,2025-12-26,Pending
1537,3834,1082,946,1591.35,31.23,2024-12-11,Paid
1538,5363,714,1178,1133.61,56.35,2026-01-29,Paid
1539,5594,1609,1025,930.00,210.85,2025-06-07,Pending
1540,1844,2994,472,1323.58,263.67,2025-08-03,Paid
1541,1567,1402,239,484.83,52.33,2025-02-04,Pending
1542,2239,2869,99,1488.28,247.15,2025-09-25,Pending
1543,722,1058,24,969.50,296.54,2026-02-14,Paid
1544,325,122,144,2126.37,152.83,2025-09-14,Paid
1545,3994,983,301,280.53,201.99,2024-09-24,Paid
1546,1888,2358,933,2594.23,207.26,2025-04-19,Pending
1547,4007,2535,182,2840.07,254.72,2026-03-01,Pending
1548,3069,806,820,1869.62,139.81,2024-11-05,Pending
1549,2246,457,435,2043.36,246.12,2024-09-18,Pending
1550,5297,2807,1088,2461.00,200.90,2024-09-10,Pending
1551,1655,2219,172,1031.83,210.75,2024-11-22,Paid
1552,1496,551,946,2410.55,157.72,2025-10-18,Pending
1553,4432,1882,399,1955.52,93.47,2025-03-13,Pending
1554,1475,1495,873,200.05,55.55,2024-09-22,Paid
1555,3740,410,708,3090.51,81.75,2024-10-14,Pending
1556,5685,759,727,781.24,257.10,2025-10-27,Pending
1557,4203,2174,86,2306.62,27.15,2025-08-22,Pending
1558,1864,454,253,2561.83,246.31,2026-01-16,Pending
1559,2956,767,85,258.84,231.28,2026-01-11,Paid
1560,300,2878,818,1554.11,295.34,2025-08-22,Paid
1561,1664,2020,723,1826.98,225.00,2025-10-08,Paid
1562,275,2247,514,996.30,274.16,2025-03-31,Paid
1563,147,1220,1094,1385.66,213.55,2024-12-10,Paid
1564,1060,1034,212,2405.24,147.16,2024-09-08,Paid
1565,4508,1519,716,2885.48,60.36,2025-04-16,Pending
1566,2813,2738,994,1689.81,225.32,2025-01-03,Paid
1567,1224,2414,516,2691.18,216.68,2024-10-09,Pending
1568,730,652,1144,2652.00,229.64,2024-12-19,Paid
1569,3835,1146,431,1454.38,194.75,2025-11-14,Pending
1570,2609,1858,140,1552.53,211.93,2025-06-11,Pending
1571,3460,2506,1038,1149.18,75.18,2024-08-17,Pending
1572,3934,185,898,1731.87,318.92,2025-04-29,Paid
1573,4844,2485,415,1149.64,211.32,2025-05-22,Pending
1574,3709,1692,81,1063.81,295.71,2025-02-23,Paid
1575,3948,461,110,600.47,213.31,2024-09-23,Paid
1576,829,1874,99,2589.55,211.57,2025-07-30,Pending
1577,988,930,760,823.64,109.20,2025-06-28,Pending
1578,4164,1321,1200,2992.95,204.61,2025-09-27,Paid
1579,3650,1640,387,2346.35,58.99,2025-01-19,Pending
1580,4189,1922,997,1739.89,129.47,2024-11-04,Paid
1581,5248,2175,717,542.13,264.88,2025-10-31,Paid
1582,2092,2314,215,960.44,196.59,2025-05-19,Paid
1583,5179,12,248,1635.85,178.67,2025-01-31,Paid
1584,3785,1664,250,1786.18,67.45,2025-01-02,Pending
1585,1245,1133,897,1212.39,165.85,2025-10-28,Pending
1586,4850,1289,738,1008.66,300.91,2025-02-05,Pending
1587,371,1417,1131,1652.38,113.41,2026-01-03,Paid
1588,5019,103,204,2005.81,87.58,2025-02-05,Paid
1589,5779,680,1122,1703.53,115.31,2025-02-20,Paid
1590,5199,2229,66,1687.50,20.27,2026-01-06,Pending
1591,2361,1877,1032,161.97,308.40,2025-03-25,Paid
1592,3272,84,379,2385.04,121.54,2025-08-16,Pending
1593,995,372,804,1369.25,310.64,2026-02-05,Paid
1594,5458,1935,755,3007.32,69.49,2025-05-26,Pending
1595,4367,2077,694,2890.59,100.63,2024-08-18,Pending
1596,928,2116,427,1825.88,155.63,2024-08-12,Paid
1597,115,258,546,2055.55,45.76,2025-10-07,Paid
1598,3625,901,949,148.69,163.11,2024-10-23,Pending
1599,3942,1296,733,2063.86,134.51,2025-03-19,Paid
1600,2153,76,282,494.96,35.39,2026-02-06,Pending
1601,5705,508,171,2426.45,133.38,2025-05-08,Pending
1602,2648,1181,222,2992.36,69.79,2025-02-03,Paid
1603,1202,1941,219,2678.77,47.62,2025-05-21,Paid
1604,2465,392,97,2620.48,162.00,2025-02-27,Paid
1605,3047,1274,461,812.04,129.92,2025-04-12,Pending
1606,4308,220,179,134.28,310.80,2025-06-30,Pending
1607,4303,477,728,1954.52,203.92,2025-08-03,Pending
1608,4646,406,392,2477.10,269.95,2025-09-25,Pending
1609,3810,1650,74,1619.52,158.07,2025-03-17,Pending
1610,3579,1622,1035,330.74,70.18,2025-07-14,Pending
1611,1869,2498,313,2309.01,210.32,2025-05-13,Pending
1612,2275,849,719,1329.34,227.99,2024-12-04,Paid
1613,3008,260,736,3018.66,218.93,2024-12-28,Paid
1614,2088,1562,1085,2874.75,282.25,2025-01-03,Paid
1615,5345,1354,25,147.56,38.28,2024-09-19,Pending
1616,40,663,64,563.35,319.38,2025-07-14,Pending
1617,5134,2263,295,2762.61,202.04,2024-09-08,Paid
1618,5850,2967,217,633.64,83.43,2025-10-19,Pending
1619,1897,20,804,2106.43,260.25,2024-11-06,Paid
1620,4564,1189,768,2394.34,105.58,2025-10-11,Paid
1621,4853,618,663,1490.49,29.25,2026-01-09,Pending
1622,2642,2585,411,436.10,92.38,2024-10-12,Pending
1623,5538,153,18,2124.21,271.50,2024-11-09,Paid
1624,3503,2349,1043,2329.76,88.73,2025-12-15,Paid
1625,5027,983,569,3050.86,239.56,2026-01-02,Pending
1626,1376,1666,731,187.29,39.28,2025-03-13,Pending
1627,1376,293,558,1553.71,284.07,2024-09-29,Paid
1628,1728,2647,68,2880.45,131.75,2024-09-17,Paid
1629,2101,1079,725,772.98,166.63,2024-10-08,Paid
1630,756,2311,181,335.84,307.29,2025-10-23,Pending
1631,4178,2323,1095,565.57,213.25,2024-10-20,Paid
1632,821,2029,475,1291.06,292.61,2024-12-27,Paid
1633,2944,238,1112,164.90,119.05,2025-03-13,Paid
1634,1529,18,115,1901.05,183.34,2025-06-16,Paid
1635,2353,2645,348,1266.63,56.17,2025-05-11,Paid
1636,3390,2229,1195,2359.32,183.06,2024-12-13,Paid
1637,903,1257,82,777.52,250.23,2024-11-05,Paid
1638,2312,2381,849,517.14,173.28,2025-06-21,Pending
1639,445,1572,866,950.60,267.32,2024-07-29,Pending
1640,43,144,585,2651.05,118.33,2025-11-30,Paid
1641,1878,1907,949,824.14,146.44,2026-01-07,Paid
1642,960,1145,1008,1734.99,51.94,2025-12-27,Pending
1643,5751,1021,1184,2342.10,245.64,2026-02-04,Paid
1644,259,2313,929,1786.61,156.57,2025-09-18,Paid
1645,109,1845,805,2778.44,196.61,2024-10-08,Pending
1646,1449,591,199,935.03,58.02,2024-11-12,Pending
1647,340,2085,224,2840.10,299.74,2025-05-26,Paid
1648,4553,2004,341,1452.45,238.73,2025-01-17,Pending
1649,5016,1951,684,2740.31,126.13,2025-08-01,Pending
1650,4792,1146,233,2633.98,205.26,2024-10-10,Paid
1651,3151,2552,836,2250.22,158.37,2026-01-06,Paid
1652,2805,1395,1025,1607.39,156.22,2024-11-17,Paid
1653,3936,1592,254,136.26,264.17,2025-09-14,Paid
1654,5986,1678,403,1997.75,278.72,2025-05-28,Paid
1655,5910,272,360,2761.92,190.72,2025-01-08,Paid
1656,4715,2671,130,1816.30,273.91,2026-02-26,Paid
1657,5403,2747,1046,380.46,184.51,2025-10-01,Paid
1658,621,2499,140,2623.14,258.37,2025-10-03,Pending
1659,1859,926,235,2961.21,192.74,2024-10-09,Pending
1660,4725,86,845,2036.00,188.69,2026-01-20,Pending
1661,589,1202,644,1055.91,318.87,2024-09-26,Paid
1662,4766,2497,124,2482.70,294.62,2026-01-26,Paid
1663,1576,13,437,932.14,214.30,2025-02-19,Paid
1664,3684,1418,1069,1572.27,71.20,2024-12-12,Paid
1665,2791,1130,938,2562.60,318.99,2025-05-14,Pending
1666,3584,1643,691,2270.18,106.83,2025-07-17,Paid
1667,5274,1561,104,1311.23,195.02,2025-11-17,Paid
1668,2203,1406,393,1558.80,171.49,2025-05-01,Pending
1669,5490,2193,393,2270.90,152.05,2025-11-12,Paid
1670,4529,1619,491,2278.15,259.78,2025-10-21,Paid
1671,5709,1121,1131,1245.94,165.69,2025-05-10,Pending
1672,1121,2759,499,2709.17,175.82,2025-09-24,Pending
1673,2599,678,142,1753.27,168.29,2025-02-18,Paid
1674,3110,2577,840,1793.35,132.83,2025-05-11,Paid
1675,2424,1258,726,3036.42,310.66,2024-12-29,Pending
1676,2761,421,1070,1723.49,133.08,2025-05-16,Pending
1677,2984,13,301,1636.38,319.95,2025-05-06,Paid
1678,5196,2726,80,224.59,210.97,2025-06-22,Pending
1679,3060,626,514,1034.66,232.22,2025-09-04,Pending
1680,4296,1769,562,1478.96,116.97,2025-10-28,Pending
1681,3440,377,79,2515.21,295.24,2025-11-21,Paid
1682,1227,2246,81,1134.73,44.18,2025-04-29,Paid
1683,4464,446,292,2994.63,281.52,2024-12-28,Pending
1684,2533,2517,602,1186.97,42.04,2024-08-12,Pending
1685,5818,1175,695,1208.27,249.12,2026-02-27,Pending
1686,661,2386,452,2318.57,108.63,2024-08-30,Pending
1687,5867,2661,329,1050.72,248.45,2024-10-17,Paid
1688,3369,1282,846,1343.94,282.38,2025-04-27,Pending
1689,4138,1992,982,1785.50,65.88,2025-01-17,Pending
1690,440,1537,920,2470.08,217.24,2025-12-23,Pending
1691,5695,38,524,925.78,280.95,2025-01-02,Paid
1692,3868,137,1198,1728.10,302.74,2025-06-22,Pending
1693,5021,2986,740,1595.43,60.67,2025-04-04,Pending
1694,4000,130,609,1559.59,134.09,2025-12-20,Pending
1695,4821,2458,295,3054.78,115.29,2025-02-27,Paid
1696,3984,2194,989,1590.92,139.40,2026-03-10,Pending
1697,3906,2257,36,701.20,136.97,2025-11-19,Pending
1698,5912,486,532,796.74,264.78,2024-11-28,Paid
1699,2005,2003,7,1014.62,265.46,2025-10-14,Pending
1700,134,2226,199,2531.17,143.73,2024-07-21,Paid
1701,2328,1378,444,3036.50,98.71,2025-02-16,Paid
1702,4111,2982,148,967.95,125.59,2024-09-21,Paid
1703,2728,265,690,2515.84,213.22,2026-02-06,Paid
1704,65,2297,489,2682.45,304.92,2025-09-11,Paid
1705,2010,694,255,2198.52,274.22,2025-04-18,Paid
1706,4423,1153,353,1744.43,299.33,2025-02-23,Paid
1707,1748,2068,114,2386.87,26.66,2024-11-23,Paid
1708,556,2746,789,1973.74,216.49,2025-08-19,Pending
1709,3478,2238,398,1580.85,148.85,2024-08-03,Pending
1710,1605,225,1021,1715.41,286.11,2026-01-29,Paid
1711,497,2513,28,1972.19,56.88,2025-02-13,Paid
1712,3160,801,736,2406.93,128.74,2025-10-11,Pending
1713,5734,1031,671,1028.18,250.58,2025-04-16,Paid
1714,1829,2029,378,461.84,271.25,2024-10-23,Pending
1715,1736,901,76,2062.58,25.49,2025-07-12,Pending
1716,5945,1536,403,1189.40,205.26,2024-12-23,Paid
1717,4167,1675,465,1966.40,247.64,2024-08-18,Paid
1718,4319,288,355,485.21,150.17,2025-05-09,Pending
1719,1665,1125,504,1980.90,280.86,2026-02-18,Pending
1720,4776,403,19,2194.46,316.15,2025-06-27,Pending
1721,4776,2062,231,2358.19,103.22,2025-12-23,Pending
1722,3805,928,498,2842.95,268.06,2026-01-10,Paid
1723,2555,1985,1156,920.45,195.12,2024-08-30,Pending
1724,1101,1225,890,422.55,126.07,2024-12-03,Pending
1725,3734,706,604,2561.65,264.11,2025-04-04,Paid
1726,1747,1088,384,2187.27,263.90,2025-01-25,Paid
1727,1986,197,125,2291.05,300.73,2026-02-12,Paid
1728,5394,1395,382,489.77,81.59,2024-12-19,Pending
1729,3958,2396,1090,2039.35,105.45,2025-04-04,Pending
1730,2989,1761,193,248.39,288.77,2024-10-28,Paid
1731,5469,2707,553,1384.60,165.86,2025-10-08,Pending
1732,656,74,1127,1213.00,71.07,2025-04-08,Paid
1733,5424,2640,595,206.19,124.64,2025-12-08,Pending
1734,3646,2381,1015,1890.54,130.82,2025-11-10,Paid
1735,2849,2557,88,2807.03,126.45,2025-08-02,Pending
1736,3577,1980,867,1275.47,199.27,2024-08-31,Pending
1737,3888,1113,282,2269.05,219.29,2025-04-05,Paid
1738,4418,1080,107,932.24,286.32,2025-12-10,Pending
1739,5790,1453,966,2753.82,113.56,2025-02-06,Paid
1740,5663,1629,236,2825.31,134.42,2025-11-13,Pending
1741,3566,1661,994,2602.86,269.81,2025-01-07,Pending
1742,2932,2430,350,2013.16,162.87,2025-01-02,Pending
1743,605,1644,819,300.12,120.47,2025-04-22,Pending
1744,2755,1899,1021,1957.39,231.04,2025-06-22,Paid
1745,1568,2116,840,2991.38,205.43,2025-12-10,Paid
1746,3643,702,324,1549.64,203.95,2025-11-24,Pending
1747,5764,2706,589,480.33,258.90,2025-10-05,Paid
1748,636,91,501,851.84,205.75,2024-12-06,Paid
1749,3588,1019,556,1182.26,284.14,2024-08-18,Pending
1750,3061,2658,810,620.52,211.28,2025-07-14,Paid
1751,4957,1009,542,849.59,190.79,2024-09-01,Pending
1752,5339,2926,224,3000.72,102.03,2026-01-23,Pending
1753,4735,2973,894,2004.38,66.58,2025-05-06,Pending
1754,4630,2756,13,433.50,143.66,2026-02-11,Paid
1755,2258,1148,650,1167.17,217.43,2025-10-03,Paid
1756,5532,990,1177,843.76,42.70,2024-09-21,Paid
1757,729,383,738,1490.11,148.42,2025-07-08,Pending
1758,3603,2503,1177,2455.33,65.48,2025-11-06,Pending
1759,2663,879,86,2292.88,186.02,2025-10-13,Pending
1760,3188,2739,16,2896.89,68.29,2025-12-21,Paid
1761,1437,1558,146,329.99,56.06,2024-10-15,Paid
1762,2810,2583,176,580.79,240.28,2026-01-31,Paid
1763,4915,1050,693,2573.81,65.03,2025-09-28,Paid
1764,3927,201,177,1675.04,151.30,2025-02-03,Pending
1765,3413,892,660,2398.81,167.97,2025-07-13,Paid
1766,4417,24,920,2664.11,203.42,2025-12-16,Paid
1767,3343,740,1065,1781.52,39.92,2024-07-29,Paid
1768,285,1942,1041,2428.05,278.13,2025-01-24,Paid
1769,2495,591,608,1959.26,204.49,2025-07-07,Pending
1770,4634,518,822,328.20,165.26,2025-04-18,Paid
1771,5077,1297,504,1058.17,302.29,2025-05-08,Pending
1772,2042,214,686,2196.93,119.98,2025-01-07,Paid
1773,5712,515,1152,1586.77,151.43,2025-05-14,Paid
1774,4068,804,666,2731.66,98.39,2025-06-24,Paid
1775,319,1479,384,1010.65,50.27,2026-03-10,Pending
1776,4721,1751,624,2069.84,198.74,2025-10-29,Pending
1777,1504,1215,1082,2287.29,78.68,2025-04-24,Paid
1778,2118,191,1188,395.49,24.18,2024-12-25,Paid
1779,4175,716,172,1328.21,195.70,2024-09-05,Pending
1780,1379,2441,611,1226.29,129.93,2025-04-04,Paid
1781,637,2069,570,1091.50,249.24,2025-08-01,Pending
1782,5535,812,538,726.34,109.68,2024-08-19,Pending
1783,1991,2063,956,3048.93,296.88,2025-04-19,Paid
1784,548,2795,876,2220.71,67.47,2025-07-04,Paid
1785,5367,2493,1161,2430.55,150.49,2026-02-25,Pending
1786,992,650,1109,964.15,205.65,2024-08-23,Paid
1787,1471,2360,430,2828.31,48.89,2025-03-21,Paid
1788,1765,1573,256,667.38,118.68,2025-05-27,Pending
1789,3792,2797,594,984.66,253.80,2025-04-15,Paid
1790,5119,1608,355,2089.39,100.02,2025-07-13,Pending
1791,1914,2263,627,209.18,226.71,2025-02-18,Paid
1792,1029,448,899,962.34,185.67,2026-01-13,Paid
1793,2481,1099,326,1630.29,143.99,2025-06-09,Paid
1794,3925,2790,243,2366.78,146.29,2025-11-09,Paid
1795,1009,2826,915,1057.98,150.35,2025-06-27,Paid
1796,5499,2045,178,518.16,41.97,2024-10-16,Paid
1797,626,2832,433,954.54,158.14,2025-11-06,Pending
1798,3728,2713,622,138.93,124.09,2025-05-26,Paid
1799,5879,889,581,1148.60,144.49,2025-05-14,Pending
1800,4108,845,780,2790.43,61.28,2026-02-19,Pending
1801,1016,682,1117,394.60,94.74,2026-02-23,Pending
1802,3836,1893,475,897.88,87.35,2025-09-01,Paid
1803,2918,721,691,339.20,101.47,2024-11-21,Pending
1804,4183,82,1144,2768.79,158.01,2025-05-22,Paid
1805,2288,736,26,316.32,224.08,2025-12-28,Pending
1806,491,2501,619,1777.37,96.21,2024-09-08,Paid
1807,3061,807,161,881.33,111.69,2025-11-04,Paid
1808,713,152,830,3000.18,38.04,2025-11-28,Paid
1809,3704,861,301,1213.39,153.12,2025-02-18,Paid
1810,2907,520,790,1463.52,274.13,2024-11-22,Pending
1811,2314,343,232,418.60,318.27,2024-12-29,Pending
1812,3261,1204,837,544.46,287.63,2026-01-01,Pending
1813,5003,811,524,905.17,160.51,2025-11-21,Paid
1814,2040,117,816,1559.12,274.74,2025-06-28,Pending
1815,1547,1429,1086,846.03,247.70,2025-10-23,Paid
1816,3630,2916,296,1940.80,294.27,2025-04-08,Pending
1817,3612,1344,1167,1122.52,265.15,2025-02-15,Pending
1818,3761,875,1184,1433.51,243.69,2024-12-04,Pending
1819,2141,239,777,699.94,205.62,2025-04-19,Paid
1820,4293,1016,513,1299.55,200.00,2025-03-03,Paid
1822,3081,279,483,1364.95,302.29,2024-10-05,Pending
1823,776,2899,869,972.37,290.42,2025-03-27,Pending
1824,4126,317,1129,3010.49,160.93,2025-10-25,Pending
1825,2766,34,916,602.15,60.45,2025-07-14,Paid
1826,4274,1425,29,1739.12,214.68,2024-10-12,Paid
1827,871,2761,275,3028.63,230.71,2025-02-04,Paid
1828,5012,2399,1006,2707.38,255.41,2025-01-08,Pending
1829,2519,1021,292,756.45,276.75,2025-05-28,Pending
1830,3109,1346,351,1611.65,317.41,2024-11-13,Paid
1831,2205,1482,415,284.15,278.16,2025-02-23,Pending
1832,1544,969,898,627.38,73.20,2025-04-17,Pending
1833,2527,977,641,2698.73,215.19,2024-08-05,Pending
1834,1942,1042,1055,1246.54,201.49,2025-08-17,Pending
1835,3593,2477,516,1008.66,37.40,2025-07-03,Pending
1836,5144,645,1198,2461.71,210.46,2025-08-02,Pending
1837,5590,303,976,2008.76,107.04,2024-09-26,Pending
1838,5592,1303,1019,654.53,96.61,2025-08-17,Pending
1839,3875,794,44,3086.96,131.41,2025-07-12,Paid
1840,2352,2562,968,2356.45,212.07,2024-07-24,Paid
1841,1382,2220,619,158.36,148.30,2026-01-04,Pending
1842,712,1609,763,320.11,178.45,2025-10-06,Pending
1843,642,2632,198,2402.12,198.54,2025-07-16,Pending
1844,3041,264,665,878.36,135.14,2025-08-18,Pending
1845,1296,1101,26,2037.69,176.01,2025-08-06,Paid
1846,803,49,805,1859.79,24.70,2025-06-26,Paid
1847,3306,1296,721,1504.37,57.74,2024-10-03,Pending
1848,4925,1051,145,635.35,210.56,2025-12-09,Pending
1849,240,575,833,763.28,234.56,2024-08-13,Pending
1850,29,1710,213,846.40,311.58,2025-03-20,Paid
1851,3648,2347,49,1771.13,165.59,2025-01-27,Paid
1852,5065,2114,695,1935.54,75.97,2025-12-15,Paid
1853,2229,1620,431,712.58,152.86,2025-02-03,Paid
1854,3405,2917,888,1996.41,81.28,2024-08-25,Paid
1855,1397,1682,97,694.11,73.77,2025-10-14,Pending
1856,234,1431,84,1291.74,235.28,2024-12-12,Paid
1857,2199,1144,746,2741.90,182.44,2024-10-19,Pending
1858,3428,626,358,596.13,300.11,2024-09-18,Pending
1859,257,198,1188,2113.07,43.64,2025-06-08,Pending
1860,311,2841,1125,1492.03,248.28,2025-05-22,Paid
1861,46,644,637,1375.07,290.98,2025-08-13,Pending
1862,293,1838,1108,1065.83,275.69,2025-04-19,Paid
1863,1252,2219,927,2271.18,64.72,2026-01-10,Paid
1864,1105,1589,252,362.70,71.41,2025-07-04,Paid
1865,2907,260,514,1127.85,275.76,2024-08-14,Pending
1866,2628,2002,840,1398.40,73.61,2025-12-29,Pending
