freelancer_id,country,region,primary_skill_category,experience_level,hourly_rate,join_date,subscription_type,rating,total_projects_completed
2242,Brazil,Europe,UI/UX,Intermediate,71.16,2023-08-17,Pro,4.2,27
2243,USA,South America,Web Development,Expert,90.86,2025-04-09,Elite,4.5,43
2244,Canada,Europe,Marketing,Beginner,32.97,2025-04-08,Pro,4.5,10
2245,Australia,North America,Web Development,Intermediate,57.16,2023-08-09,Free,4.0,44
2246,Singapore,South America,Content,Beginner,63.67,2025-11-20,Pro,4.5,22
2247,Germany,Asia,Data & AI,Expert,61.17,2025-03-19,Elite,3.1,8
2248,Singapore,South America,Data & AI,Expert,62.63,2024-08-30,Elite,4.5,45
2249,USA,North America,Web Development,Beginner,70.91,2025-03-24,Elite,3.2,37
2250,Singapore,Asia,Data & AI,Intermediate,25.94,2024-08-24,Free,3.3,32
2251,USA,South America,Web Development,Beginner,89.36,2025-05-16,Free,5.0,44
2252,Australia,North America,Data & AI,Expert,80.25,2023-08-27,Elite,4.5,47
2253,India,Europe,Marketing,Expert,42.18,2025-12-11,Free,3.6,3
2254,Brazil,Asia,Cloud,Beginner,49.34,2025-01-18,Elite,3.5,14
2255,Canada,North America,Web Development,Beginner,47.49,2023-10-07,Pro,3.9,40
2256,Singapore,South America,Content,Beginner,52.23,2023-09-14,Free,4.9,11
2257,Germany,North America,Marketing,Beginner,91.68,2025-01-16,Free,4.9,16
2258,Germany,Europe,Web Development,Beginner,57.75,2026-01-11,Pro,3.0,41
2259,UK,North America,Cloud,Intermediate,23.79,2024-01-18,Elite,3.4,31
2260,UK,South America,Marketing,Beginner,39.25,2024-03-27,Pro,3.3,19
2261,Brazil,Europe,Marketing,Expert,37.64,2023-11-06,Pro,4.4,46
2262,India,South America,UI/UX,Expert,59.24,2025-01-26,Elite,4.9,2
2263,India,Europe,Marketing,Beginner,40.00,2023-09-14,Free,4.9,31
2264,USA,Asia,Content,Expert,66.40,2023-10-17,Pro,4.5,28
2265,Singapore,Europe,Data & AI,Expert,49.99,2025-04-13,Pro,4.6,2
2266,Canada,Europe,Web Development,Beginner,53.33,2024-09-01,Pro,4.5,12
2267,India,Asia,Data & AI,Expert,85.28,2024-03-20,Pro,3.2,14
2268,Australia,South America,Content,Intermediate,61.90,2025-07-27,Pro,4.3,41
2269,Canada,South America,Cloud,Expert,46.78,2023-12-07,Free,3.3,48
2270,Brazil,South America,Marketing,Beginner,97.33,2025-02-21,Free,3.0,24
2271,Australia,Europe,UI/UX,Beginner,73.88,2025-07-20,Elite,3.4,30
2272,Singapore,North America,Cloud,Intermediate,23.79,2025-02-19,Free,4.8,36
2273,Singapore,Europe,UI/UX,Intermediate,50.14,2024-05-15,Free,4.2,25
2274,Australia,North America,Cloud,Intermediate,34.18,2024-01-10,Free,3.1,28
2275,UK,South America,Content,Expert,47.04,2025-08-15,Pro,3.1,41
2276,Australia,South America,Data & AI,Intermediate,78.74,2023-10-23,Free,4.9,30
2277,Canada,South America,Web Development,Beginner,43.37,2026-03-12,Pro,3.2,33
2278,Brazil,North America,Web Development,Intermediate,24.94,2023-10-29,Free,3.6,45
2279,USA,Asia,Content,Expert,38.81,2024-02-10,Free,4.4,12
2280,UK,Asia,UI/UX,Intermediate,23.64,2025-07-24,Elite,3.9,39
2281,Canada,North America,Web Development,Beginner,60.85,2025-06-29,Elite,4.3,22
2282,UK,South America,Cloud,Intermediate,31.10,2025-01-27,Free,3.1,35
2283,India,Europe,Data & AI,Expert,32.77,2024-11-27,Elite,4.1,8
2284,India,Asia,Content,Expert,82.76,2024-01-21,Elite,3.0,41
2285,Canada,North America,Cloud,Beginner,69.43,2025-04-06,Elite,4.0,8
2286,Brazil,Asia,Content,Expert,66.05,2025-10-14,Free,4.2,13
2287,Singapore,South America,Content,Intermediate,20.91,2023-10-27,Elite,3.2,25
2288,Singapore,Asia,Data & AI,Intermediate,35.50,2026-01-23,Free,3.3,1
2289,USA,Asia,Content,Beginner,26.25,2024-03-28,Elite,4.7,6
2290,Canada,Europe,UI/UX,Expert,96.81,2025-05-26,Free,3.6,3
2291,Germany,South America,Content,Intermediate,28.33,2023-12-10,Elite,3.1,41
2292,UK,North America,Content,Beginner,62.10,2024-10-10,Pro,4.0,28
2293,Germany,South America,Web Development,Beginner,26.12,2024-02-08,Elite,4.6,30
2294,Brazil,Europe,Content,Intermediate,37.77,2025-05-23,Pro,3.7,14
2295,Brazil,Europe,Content,Expert,67.04,2025-07-04,Elite,3.2,41
2296,Canada,Asia,Web Development,Expert,67.60,2024-04-03,Free,3.6,32
2297,Canada,Europe,Web Development,Intermediate,73.29,2024-02-12,Free,4.3,38
2298,Germany,North America,Marketing,Beginner,25.22,2024-12-24,Free,5.0,49
2299,Canada,North America,Web Development,Expert,99.14,2025-02-04,Free,4.4,15
2300,India,South America,Content,Intermediate,83.90,2025-12-11,Elite,3.5,42
2301,USA,South America,UI/UX,Intermediate,95.12,2024-09-14,Elite,4.9,18
2302,Australia,South America,Web Development,Expert,50.85,2025-05-18,Pro,4.2,38
2303,UK,Asia,Data & AI,Beginner,49.46,2024-06-11,Pro,3.1,24
2304,Brazil,South America,Marketing,Intermediate,31.17,2023-11-29,Free,4.1,14
2305,Singapore,Europe,Data & AI,Expert,28.94,2025-01-24,Elite,4.9,33
2306,Australia,Asia,Data & AI,Expert,60.22,2024-06-26,Pro,3.2,40
2307,India,South America,Content,Intermediate,98.47,2025-10-05,Elite,4.4,10
2308,UK,Europe,Marketing,Intermediate,78.32,2024-11-01,Pro,4.2,10
2309,Brazil,Asia,Data & AI,Expert,99.65,2025-05-31,Free,3.4,44
2310,Singapore,Asia,UI/UX,Intermediate,76.25,2024-06-18,Free,4.3,26
2311,USA,South America,Content,Expert,53.51,2023-09-14,Pro,4.2,30
2312,Singapore,Europe,Marketing,Expert,38.79,2023-09-01,Free,3.0,28
2313,Singapore,Europe,Content,Expert,81.47,2023-07-10,Free,4.2,11
2314,Australia,Asia,Marketing,Expert,77.61,2025-02-27,Free,3.4,31
2315,Germany,North America,Content,Beginner,57.47,2025-08-09,Pro,4.4,22
2316,USA,Europe,Marketing,Beginner,81.28,2026-01-26,Elite,3.2,3
2317,Canada,Europe,Content,Beginner,56.89,2024-10-13,Elite,4.6,37
2318,Brazil,North America,Data & AI,Expert,54.03,2024-03-18,Pro,4.6,26
2319,Germany,North America,Cloud,Beginner,76.29,2023-07-15,Pro,4.7,6
2320,India,North America,Cloud,Beginner,86.43,2025-11-06,Elite,4.7,43
2321,Canada,North America,UI/UX,Beginner,42.43,2025-03-31,Pro,3.4,39
2322,Brazil,South America,Cloud,Intermediate,37.45,2026-01-28,Elite,3.5,16
2323,Brazil,North America,Cloud,Beginner,36.49,2023-10-31,Free,4.5,47
2324,Australia,North America,UI/UX,Intermediate,90.75,2025-01-15,Elite,3.7,7
2325,Singapore,North America,Content,Intermediate,33.34,2025-08-05,Elite,3.5,36
2326,Germany,North America,Web Development,Intermediate,35.92,2023-07-13,Elite,3.6,15
2327,UK,Asia,UI/UX,Beginner,42.89,2026-01-19,Elite,4.1,23
2328,Brazil,South America,Marketing,Expert,35.39,2025-09-19,Elite,4.9,44
2329,Canada,South America,UI/UX,Beginner,25.52,2025-08-01,Free,4.3,5
2330,India,Europe,Marketing,Intermediate,97.48,2023-07-05,Free,4.7,43
2331,Germany,Europe,Cloud,Expert,49.17,2024-05-27,Elite,3.7,20
2332,India,North America,Data & AI,Beginner,63.60,2024-11-16,Free,4.4,21
2333,Australia,North America,Web Development,Intermediate,22.17,2024-11-09,Free,4.7,1
2334,Germany,Europe,Marketing,Expert,95.45,2024-04-22,Free,4.9,1
2335,UK,Asia,Cloud,Expert,30.03,2024-08-14,Elite,3.4,1
2336,India,South America,Marketing,Intermediate,71.93,2024-10-22,Free,4.1,30
2337,Singapore,Asia,Cloud,Expert,62.45,2024-12-21,Pro,4.6,29
2338,Canada,Asia,Content,Expert,54.89,2025-10-31,Pro,3.6,9
2339,India,Europe,Cloud,Expert,81.79,2023-12-24,Elite,4.8,11
2340,USA,Europe,Cloud,Expert,50.27,2024-12-04,Pro,4.1,2
2341,India,Asia,Marketing,Expert,31.81,2024-04-14,Pro,3.1,31
2342,UK,South America,Data & AI,Intermediate,67.79,2025-12-16,Elite,4.2,24
2343,UK,South America,Cloud,Expert,75.53,2024-05-14,Pro,3.5,17
2344,Canada,South America,UI/UX,Beginner,31.23,2025-01-28,Free,4.7,43
2345,UK,Asia,Web Development,Beginner,48.62,2023-08-28,Pro,4.0,36
2346,Canada,Europe,Web Development,Intermediate,80.80,2025-08-25,Elite,3.4,35
2347,Singapore,North America,UI/UX,Intermediate,69.60,2023-07-29,Elite,3.7,43
2348,USA,Asia,Web Development,Expert,35.34,2024-05-03,Elite,3.2,13
2349,USA,Europe,Data & AI,Expert,76.61,2024-10-11,Elite,3.5,8
2350,India,Asia,UI/UX,Intermediate,22.04,2025-11-23,Elite,4.1,49
2351,UK,North America,UI/UX,Intermediate,25.92,2025-12-19,Free,4.8,33
2352,UK,Europe,Data & AI,Beginner,48.63,2024-04-01,Free,5.0,40
2353,Australia,Europe,Web Development,Beginner,32.77,2026-01-13,Pro,4.2,4
2354,UK,North America,Content,Expert,55.51,2024-04-14,Elite,3.5,22
2355,USA,Europe,Cloud,Intermediate,91.64,2024-04-20,Pro,3.6,11
2356,Canada,North America,UI/UX,Expert,85.31,2023-12-17,Elite,4.6,28
2357,USA,Asia,Data & AI,Beginner,28.27,2024-08-18,Pro,4.7,49
2358,India,North America,Web Development,Beginner,36.18,2025-06-19,Elite,3.3,41
2359,Australia,Europe,UI/UX,Intermediate,58.77,2023-08-23,Free,4.8,25
2360,Germany,North America,Cloud,Expert,94.53,2025-10-02,Elite,3.2,10
2361,Australia,North America,UI/UX,Beginner,93.74,2023-08-12,Free,3.1,36
2362,Brazil,North America,Data & AI,Intermediate,23.80,2024-07-02,Free,4.4,24
2363,Canada,North America,Data & AI,Intermediate,82.06,2024-11-01,Pro,4.2,25
2364,USA,Europe,Marketing,Expert,43.50,2023-07-02,Elite,4.6,40
2365,UK,Europe,UI/UX,Expert,79.83,2025-06-22,Elite,3.3,4
2366,USA,Europe,Cloud,Beginner,59.49,2023-08-29,Free,3.4,48
2367,India,Asia,UI/UX,Beginner,26.32,2026-02-02,Pro,3.4,27
2368,Brazil,Asia,Content,Intermediate,27.68,2024-12-17,Elite,4.2,28
2369,USA,Europe,Content,Expert,50.62,2024-07-09,Pro,3.4,47
2370,Singapore,Asia,Data & AI,Beginner,27.31,2025-01-14,Elite,4.0,10
2371,USA,Europe,Web Development,Intermediate,63.78,2023-10-23,Elite,4.3,21
2372,Canada,Asia,Web Development,Expert,26.00,2023-09-25,Pro,3.9,38
2373,Singapore,Europe,Content,Intermediate,35.86,2024-03-28,Free,3.6,27
2374,Singapore,Europe,Web Development,Intermediate,35.49,2024-05-26,Elite,4.0,26
2375,Australia,South America,UI/UX,Expert,99.01,2024-10-30,Pro,3.3,17
2376,India,North America,Data & AI,Intermediate,76.79,2023-08-29,Free,4.6,39
2377,USA,Asia,Content,Expert,43.23,2025-09-05,Elite,3.4,12
2378,Singapore,Asia,Marketing,Expert,40.77,2024-11-15,Free,4.5,29
2379,UK,North America,Marketing,Intermediate,76.91,2024-02-25,Pro,4.4,11
2380,Brazil,South America,UI/UX,Expert,73.33,2023-11-04,Pro,4.8,24
2381,Brazil,Asia,Web Development,Beginner,38.09,2024-12-29,Pro,4.0,38
2382,UK,Europe,Cloud,Expert,79.39,2026-01-19,Free,4.3,48
2383,UK,North America,Data & AI,Intermediate,22.02,2023-09-27,Elite,4.0,1
2384,Canada,North America,Content,Intermediate,81.81,2024-05-23,Elite,3.8,13
2385,Germany,Asia,Marketing,Expert,59.64,2025-11-20,Pro,4.7,33
2386,Australia,South America,Content,Expert,95.12,2025-02-05,Free,4.3,47
2387,India,Asia,UI/UX,Intermediate,79.63,2026-03-09,Free,4.8,15
2388,India,Europe,Cloud,Intermediate,30.41,2025-01-01,Pro,4.3,2
2389,Australia,North America,Web Development,Beginner,97.91,2024-03-01,Elite,3.3,46
2390,Canada,Europe,Content,Expert,28.66,2025-04-20,Elite,4.4,7
2391,UK,North America,Data & AI,Intermediate,67.11,2025-03-07,Pro,4.1,14
2392,UK,Asia,Marketing,Intermediate,32.12,2023-08-02,Pro,4.1,49
2393,India,North America,Content,Expert,31.00,2024-05-01,Pro,4.0,1
2394,UK,Asia,Cloud,Expert,26.76,2025-05-22,Free,4.5,48
2395,Canada,Europe,Web Development,Intermediate,77.28,2025-12-04,Elite,4.1,29
2396,Singapore,Asia,Cloud,Beginner,64.12,2025-07-29,Free,4.7,4
2397,UK,Asia,Data & AI,Beginner,37.94,2025-09-16,Free,4.3,21
2398,Brazil,Europe,Web Development,Intermediate,99.92,2024-04-16,Elite,3.3,28
2399,Australia,North America,UI/UX,Expert,94.31,2025-07-08,Free,4.5,18
2400,India,Asia,Data & AI,Intermediate,68.23,2026-01-29,Elite,3.4,35
2401,UK,Europe,Data & AI,Beginner,21.78,2023-07-26,Free,3.4,16
2402,UK,Europe,Data & AI,Beginner,29.65,2023-09-15,Elite,3.0,26
2403,Canada,North America,Web Development,Expert,93.26,2024-05-27,Elite,3.6,34
2404,Australia,North America,Data & AI,Expert,37.34,2023-12-19,Elite,4.3,32
2405,Australia,North America,Cloud,Beginner,97.82,2025-08-05,Elite,4.8,8
2406,India,Asia,Data & AI,Intermediate,62.89,2025-08-31,Free,3.2,46
2407,Singapore,Europe,Marketing,Expert,47.73,2024-05-21,Elite,4.7,30
2408,UK,Asia,Web Development,Beginner,75.90,2025-03-02,Pro,3.0,34
2409,Singapore,North America,Web Development,Beginner,65.39,2024-10-18,Pro,3.2,18
2410,Brazil,Europe,Marketing,Intermediate,65.20,2023-08-17,Pro,4.3,48
2411,India,Asia,Cloud,Intermediate,72.90,2024-07-25,Elite,3.9,22
2412,India,Asia,Content,Beginner,74.90,2025-04-22,Free,5.0,31
2413,Brazil,North America,Marketing,Beginner,86.24,2025-06-14,Elite,3.2,23
2414,UK,Asia,Content,Beginner,92.53,2026-01-29,Pro,4.5,48
2415,Germany,Europe,UI/UX,Beginner,93.43,2024-03-05,Pro,4.3,21
2416,Germany,Europe,Data & AI,Expert,36.63,2025-03-07,Pro,3.3,31
2417,Australia,North America,Content,Beginner,37.84,2025-07-20,Pro,4.7,31
2418,USA,South America,Cloud,Intermediate,41.23,2024-12-26,Pro,3.7,42
2419,Singapore,Asia,UI/UX,Beginner,50.28,2024-03-04,Free,4.2,34
2420,UK,Asia,Data & AI,Beginner,70.16,2025-09-07,Free,4.3,3
2421,Australia,North America,Cloud,Expert,49.78,2023-09-23,Pro,4.6,44
2422,India,South America,Marketing,Intermediate,76.89,2025-01-15,Free,4.8,20
2423,UK,South America,Marketing,Beginner,68.73,2025-09-04,Pro,4.6,24
2424,Singapore,Europe,Content,Beginner,45.19,2026-01-22,Elite,3.8,32
2425,Brazil,Asia,Cloud,Intermediate,98.69,2025-10-21,Free,3.8,27
2426,UK,South America,Marketing,Intermediate,52.47,2024-05-15,Pro,4.3,41
2427,UK,North America,Content,Intermediate,71.80,2025-11-05,Elite,4.4,41
2428,Singapore,North America,Content,Intermediate,26.85,2025-06-28,Free,4.9,19
2429,Brazil,South America,Web Development,Beginner,81.35,2025-01-22,Pro,3.3,4
2430,Canada,Asia,Marketing,Expert,60.94,2024-11-29,Free,3.7,19
2431,India,North America,Data & AI,Intermediate,26.02,2025-04-02,Free,3.3,5
2432,Singapore,North America,Marketing,Intermediate,72.71,2025-05-19,Pro,4.6,32
2433,Canada,Asia,Web Development,Intermediate,82.16,2025-01-03,Elite,4.8,9
2434,Australia,North America,Content,Expert,58.99,2025-01-31,Elite,4.1,26
2435,UK,South America,Data & AI,Expert,64.30,2023-12-28,Elite,4.5,40
2436,Australia,Europe,UI/UX,Expert,42.89,2023-07-04,Pro,4.5,48
2437,Singapore,South America,Content,Expert,67.27,2025-10-20,Free,4.6,13
2438,India,South America,Marketing,Beginner,55.95,2023-07-25,Free,3.7,21
2439,Brazil,South America,Data & AI,Expert,52.63,2024-11-24,Elite,4.4,11
2440,Canada,North America,UI/UX,Beginner,31.05,2024-07-20,Elite,3.1,48
2441,USA,South America,Marketing,Expert,49.30,2025-07-29,Pro,3.2,31
2442,USA,Europe,Content,Intermediate,94.94,2024-04-15,Elite,3.8,20
2443,Australia,North America,UI/UX,Expert,92.61,2025-12-10,Free,4.7,4
2444,Singapore,North America,Content,Intermediate,85.31,2024-04-07,Pro,3.2,14
2445,Canada,South America,Data & AI,Expert,50.41,2025-04-17,Free,4.8,36
2446,Singapore,North America,Cloud,Beginner,64.17,2025-04-05,Pro,3.5,12
2447,UK,North America,Data & AI,Expert,68.18,2023-10-28,Pro,3.0,31
2448,Canada,Asia,Cloud,Expert,62.21,2024-02-01,Elite,4.1,8
2449,Singapore,Europe,Web Development,Beginner,61.71,2023-10-08,Pro,4.7,23
2450,UK,North America,Data & AI,Beginner,41.58,2026-01-09,Pro,3.3,26
2451,Germany,Europe,Data & AI,Beginner,93.97,2024-06-29,Elite,3.5,41
2452,Germany,Asia,Web Development,Beginner,21.42,2024-04-10,Free,4.5,24
2453,Canada,South America,Marketing,Beginner,69.61,2024-01-25,Pro,4.3,17
2454,UK,Europe,Content,Expert,67.71,2024-02-01,Elite,3.6,44
2455,Canada,Europe,Data & AI,Beginner,55.02,2025-01-17,Elite,3.6,45
2456,Germany,North America,Content,Beginner,25.24,2024-10-12,Free,3.2,26
2457,India,North America,Web Development,Expert,47.75,2025-03-26,Elite,3.9,22
2458,Brazil,Asia,Web Development,Beginner,57.87,2025-11-02,Pro,3.9,49
2459,India,South America,Data & AI,Expert,34.73,2025-06-02,Free,3.3,15
2460,UK,North America,Content,Beginner,20.87,2023-06-24,Pro,3.1,21
2461,Canada,South America,Content,Expert,93.65,2024-06-08,Free,4.0,11
2462,Australia,South America,Content,Beginner,64.08,2024-07-29,Pro,3.7,20
2463,Canada,North America,UI/UX,Expert,94.55,2024-08-27,Free,4.4,49
2464,USA,Europe,Content,Intermediate,76.81,2025-04-01,Free,3.3,10
2465,Germany,Asia,UI/UX,Intermediate,33.20,2024-06-14,Elite,3.3,16
2466,Germany,Asia,Data & AI,Beginner,36.32,2025-02-06,Elite,4.7,48
2467,Germany,Europe,Data & AI,Intermediate,49.80,2026-01-13,Elite,5.0,15
2468,USA,Europe,Marketing,Beginner,61.07,2025-07-15,Pro,3.2,44
2469,Australia,North America,Marketing,Expert,84.55,2023-11-04,Pro,4.3,7
2470,Australia,North America,Web Development,Beginner,31.68,2024-07-16,Free,3.9,39
2471,India,Europe,Content,Intermediate,98.15,2025-07-20,Free,3.3,11
2472,Singapore,South America,Cloud,Beginner,25.05,2026-01-26,Free,4.9,35
2473,Canada,South America,Data & AI,Beginner,71.32,2024-04-17,Elite,3.9,41
2474,Australia,Asia,Marketing,Beginner,88.01,2024-07-05,Pro,4.3,13
2475,Germany,Europe,Cloud,Beginner,36.40,2024-06-20,Elite,4.3,32
2476,Singapore,North America,Web Development,Expert,81.91,2023-12-03,Free,4.6,11
2477,Australia,South America,Data & AI,Expert,26.21,2025-06-16,Elite,3.9,21
2478,Brazil,Europe,UI/UX,Intermediate,76.56,2024-09-19,Elite,3.8,5
2479,Canada,Europe,Cloud,Intermediate,60.57,2024-08-18,Elite,3.8,26
2480,India,Europe,Marketing,Beginner,54.67,2024-02-04,Elite,4.3,2
2481,Canada,North America,Cloud,Intermediate,81.53,2025-09-14,Free,4.7,26
2482,Australia,South America,Marketing,Intermediate,23.23,2025-05-03,Free,4.4,19
2483,Brazil,Europe,Content,Expert,27.84,2024-09-28,Pro,3.7,46
2484,Canada,Asia,Cloud,Intermediate,41.51,2023-09-19,Free,4.7,25
2485,UK,Asia,UI/UX,Expert,55.29,2024-07-12,Pro,5.0,5
2486,Canada,South America,Content,Intermediate,82.95,2025-12-20,Free,4.4,16
2487,Germany,Asia,Content,Beginner,32.23,2025-07-18,Pro,4.1,28
2488,Canada,South America,Cloud,Beginner,69.58,2024-07-05,Elite,4.2,36
2489,Brazil,South America,Web Development,Beginner,81.37,2025-07-23,Pro,4.1,40
2490,USA,Europe,Web Development,Expert,32.77,2025-09-01,Pro,3.8,30
2491,Germany,South America,Content,Beginner,89.62,2024-03-15,Elite,3.3,11
2492,India,South America,Cloud,Beginner,92.17,2025-11-28,Pro,3.3,39
2493,UK,South America,Content,Intermediate,21.44,2023-07-21,Elite,3.8,40
2494,Australia,Asia,Cloud,Expert,42.01,2025-05-15,Pro,3.6,35
2495,Singapore,Asia,Content,Expert,64.72,2024-09-21,Free,4.9,2
2496,Canada,North America,UI/UX,Beginner,39.59,2024-08-17,Pro,4.7,43
2497,Brazil,North America,Cloud,Expert,53.16,2024-11-27,Free,4.4,33
2498,UK,Europe,Content,Intermediate,56.24,2025-08-29,Pro,4.2,42
2499,UK,Asia,Web Development,Expert,77.26,2024-04-06,Free,3.7,24
2500,India,South America,Content,Expert,27.85,2025-04-20,Elite,4.2,42
2501,Germany,North America,Cloud,Expert,91.09,2025-03-14,Elite,5.0,36
2502,Germany,South America,Web Development,Expert,67.02,2024-05-24,Pro,3.5,9
2503,India,Asia,Content,Intermediate,56.00,2026-02-17,Free,4.2,31
2504,Australia,Asia,Web Development,Beginner,92.89,2024-08-18,Free,5.0,12
2505,Canada,South America,UI/UX,Intermediate,28.55,2023-08-04,Free,3.0,34
2506,UK,Asia,Data & AI,Intermediate,72.18,2026-03-01,Elite,3.4,38
2507,Australia,Asia,Cloud,Expert,36.85,2025-01-30,Free,3.4,5
2508,Germany,North America,UI/UX,Beginner,65.59,2024-02-17,Elite,3.2,9
2509,UK,Europe,Cloud,Beginner,24.13,2024-09-11,Free,4.6,27
2510,Singapore,North America,Cloud,Beginner,46.09,2026-01-21,Free,3.1,31
2511,Brazil,Europe,Content,Beginner,60.61,2023-07-15,Free,3.2,8
2512,Brazil,South America,UI/UX,Intermediate,28.34,2023-09-09,Free,4.6,30
2513,Singapore,Europe,Data & AI,Beginner,66.63,2023-11-20,Pro,4.9,3
2514,Australia,North America,Web Development,Beginner,32.82,2023-08-16,Pro,4.5,2
2515,USA,South America,Cloud,Beginner,20.24,2025-11-03,Free,3.9,3
2516,Australia,North America,Web Development,Intermediate,22.78,2024-08-26,Pro,3.1,43
2517,India,North America,Data & AI,Expert,44.21,2023-07-16,Free,3.2,43
2518,Canada,South America,Web Development,Intermediate,21.79,2025-04-05,Elite,3.5,28
2519,UK,Europe,Web Development,Beginner,97.73,2025-08-19,Free,3.3,44
2520,Singapore,North America,Data & AI,Beginner,47.99,2023-08-08,Pro,5.0,8
2521,UK,South America,UI/UX,Beginner,23.87,2023-07-31,Elite,4.0,42
2522,Singapore,Europe,Web Development,Expert,69.34,2025-08-20,Free,4.0,35
2523,UK,Asia,Marketing,Expert,79.16,2025-04-14,Elite,4.9,43
2524,UK,Asia,Cloud,Beginner,36.95,2023-10-30,Free,3.9,22
2525,Canada,Asia,Content,Expert,93.34,2025-08-15,Elite,4.4,7
2526,Brazil,North America,Cloud,Expert,33.97,2024-01-31,Free,3.7,19
2527,India,North America,Marketing,Intermediate,93.39,2025-07-10,Pro,4.0,13
2528,Germany,Asia,Content,Intermediate,34.54,2023-12-24,Pro,4.6,40
2529,Canada,Asia,Data & AI,Expert,29.08,2024-01-02,Elite,4.0,3
2530,Brazil,South America,Data & AI,Expert,87.98,2025-03-18,Free,4.4,44
2531,Germany,Europe,Marketing,Beginner,60.01,2024-03-04,Pro,4.8,26
2532,Germany,South America,Marketing,Intermediate,92.20,2025-06-09,Elite,3.8,8
2533,Australia,North America,Data & AI,Expert,93.53,2026-01-04,Pro,4.7,25
2534,Germany,South America,Cloud,Expert,73.26,2025-07-24,Pro,4.9,21
2535,Brazil,North America,UI/UX,Intermediate,87.55,2025-01-24,Elite,4.7,10
2536,USA,South America,Cloud,Beginner,57.85,2025-11-06,Pro,3.3,22
2537,UK,South America,UI/UX,Beginner,77.33,2023-11-12,Elite,4.3,13
2538,Australia,Europe,Data & AI,Beginner,21.73,2025-07-15,Pro,3.5,26
2539,Australia,Europe,Web Development,Expert,69.14,2026-03-12,Elite,3.2,14
2540,Australia,Europe,Marketing,Expert,75.76,2025-05-19,Pro,3.8,34
2541,Singapore,North America,Web Development,Beginner,91.12,2026-01-15,Pro,3.3,45
2542,India,Asia,Cloud,Beginner,63.42,2024-07-30,Pro,4.9,4
2543,USA,North America,Cloud,Intermediate,65.82,2025-09-24,Pro,3.4,16
2544,Australia,South America,Marketing,Beginner,96.09,2025-07-24,Elite,4.6,9
2545,UK,North America,Content,Intermediate,72.27,2024-01-01,Elite,4.5,17
2546,UK,Asia,Web Development,Intermediate,80.97,2025-03-31,Pro,3.6,11
2547,UK,North America,Content,Beginner,46.20,2024-11-20,Elite,3.3,8
2548,India,South America,Marketing,Expert,85.35,2025-09-04,Free,3.5,9
2549,Singapore,North America,UI/UX,Intermediate,63.46,2025-10-06,Free,3.4,5
2550,Australia,North America,UI/UX,Intermediate,22.24,2024-12-13,Free,4.9,46
2551,Singapore,North America,UI/UX,Expert,70.85,2024-03-05,Elite,3.9,21
2552,Singapore,Asia,Web Development,Beginner,93.50,2023-09-27,Pro,4.0,7
2553,Germany,Europe,Cloud,Intermediate,55.29,2025-11-30,Pro,3.4,19
2554,UK,Asia,Cloud,Beginner,27.04,2025-06-12,Elite,3.5,23
2555,USA,South America,Marketing,Expert,94.03,2025-03-02,Free,4.3,20
2556,USA,South America,Marketing,Intermediate,88.03,2024-11-30,Free,4.6,25
2557,India,Europe,Content,Beginner,30.13,2025-10-19,Elite,4.6,1
2558,Germany,Asia,Marketing,Beginner,73.12,2023-07-07,Free,4.4,13
2559,Australia,Asia,UI/UX,Intermediate,78.95,2025-05-06,Free,4.4,30
2560,Australia,Asia,Marketing,Intermediate,72.72,2024-02-23,Free,3.5,7
2561,India,South America,Data & AI,Beginner,86.44,2025-10-21,Pro,3.6,12
2562,USA,Asia,Web Development,Intermediate,92.52,2025-01-11,Pro,4.0,5
2563,Brazil,South America,Web Development,Intermediate,97.90,2025-08-07,Elite,4.0,31
2564,UK,North America,Marketing,Beginner,24.53,2023-12-31,Pro,4.4,37
2565,Brazil,Asia,Web Development,Beginner,95.67,2023-09-12,Elite,3.7,46
2566,Australia,North America,Data & AI,Intermediate,84.32,2023-12-31,Free,4.9,2
2567,USA,South America,Cloud,Beginner,50.57,2025-06-28,Pro,3.4,45
2568,Canada,Asia,Content,Beginner,26.59,2024-05-25,Free,4.8,18
2569,USA,Europe,Data & AI,Beginner,23.52,2024-02-14,Elite,3.7,44
2570,UK,South America,Content,Beginner,86.74,2026-01-20,Pro,4.5,40
2571,Australia,Asia,Content,Expert,68.08,2024-08-14,Elite,3.9,2
2572,USA,Europe,UI/UX,Beginner,46.47,2025-05-10,Pro,4.1,20
2573,Germany,North America,Marketing,Intermediate,88.48,2024-03-19,Elite,3.5,11
2574,Brazil,North America,Cloud,Expert,94.64,2024-07-31,Elite,4.4,38
2575,India,South America,Marketing,Expert,21.14,2025-12-29,Pro,4.4,50
2576,Brazil,North America,Cloud,Intermediate,98.30,2024-09-11,Free,3.9,44
2577,Australia,Europe,UI/UX,Intermediate,80.24,2023-09-30,Free,3.9,18
2578,Canada,Europe,Cloud,Beginner,40.77,2024-07-17,Pro,3.2,48
2579,UK,Asia,Marketing,Beginner,84.74,2024-04-02,Elite,4.9,49
2580,UK,South America,Web Development,Expert,35.19,2023-11-29,Free,3.6,50
2581,UK,North America,UI/UX,Intermediate,51.74,2023-06-25,Pro,3.3,26
2582,USA,Asia,UI/UX,Expert,20.69,2025-01-16,Elite,4.3,5
