project_id,client_id,skill_category,project_budget,project_post_date,project_status,num_bids,assigned_freelancer_id,completion_date
4713,1169,Data & AI,1371.25,2025-05-29,Open,6,536,2025-11-24
4714,1050,Marketing,2047.08,2025-04-12,Open,9,2921,2025-05-29
4715,447,Data & AI,2477.56,2024-10-23,Open,3,558,2025-07-21
4716,555,Marketing,820.28,2025-04-14,Open,11,1882,2024-12-26
4717,469,Cloud,264.65,2026-02-21,Open,15,1246,2024-11-06
4718,611,Data & AI,3041.78,2024-12-23,Cancelled,6,2521,2025-08-09
4719,386,UI/UX,2402.96,2026-01-01,Cancelled,6,286,2024-09-06
4720,523,Cloud,2358.80,2025-09-03,Completed,10,1771,2024-08-16
4721,626,UI/UX,1149.71,2025-11-11,Completed,5,2141,2025-09-02
4722,28,Marketing,2147.04,2024-06-05,Open,8,865,2025-11-23
4723,1004,Cloud,2656.74,2025-05-07,Cancelled,10,2859,2024-10-30
4724,277,Data & AI,982.57,2025-09-23,Cancelled,1,1547,2025-06-19
4725,64,Data & AI,1164.68,2024-09-28,Cancelled,9,1752,2026-01-13
4726,1001,Marketing,2399.72,2025-07-05,Open,12,1904,2025-08-18
4727,448,Web Development,853.26,2024-07-11,Cancelled,1,1285,2025-09-26
4728,519,Cloud,2963.07,2025-09-23,Cancelled,12,1523,2025-03-12
4729,804,UI/UX,1305.08,2025-11-01,Cancelled,3,765,2024-08-06
4730,394,Data & AI,334.93,2024-08-09,Completed,10,2809,2025-07-24
4731,121,Cloud,693.71,2025-04-19,Open,3,2725,2025-09-03
4732,346,Web Development,2134.23,2025-02-02,Cancelled,2,461,2025-05-02
4733,677,Content,1951.44,2026-03-01,Completed,14,793,2025-06-09
4734,975,UI/UX,1670.77,2025-10-23,Completed,11,1874,2025-10-19
4735,375,Content,1450.39,2025-08-15,Cancelled,14,395,2025-07-24
4736,1110,Cloud,2755.47,2026-02-23,Cancelled,13,2097,2025-11-12
4737,564,Web Development,1710.88,2024-10-06,Completed,13,2908,2024-11-18
4738,290,Cloud,1101.95,2024-06-06,Cancelled,5,208,2025-06-27
4739,87,UI/UX,1107.70,2024-08-30,Cancelled,14,814,2024-09-02
4740,598,Marketing,179.27,2024-09-11,Open,15,423,2025-09-30
4741,952,Marketing,1403.44,2024-07-08,Cancelled,4,1416,2025-10-07
4742,6,Content,1098.54,2025-07-27,Completed,8,489,2026-03-04
4743,382,Web Development,2833.38,2025-10-20,Open,6,2152,2024-10-11
4744,243,Data & AI,177.13,2025-04-09,Cancelled,10,427,2025-08-18
4745,975,UI/UX,2888.40,2024-08-01,Cancelled,11,2741,2024-12-02
4746,236,Web Development,2809.74,2025-07-19,Completed,15,120,2024-11-24
4747,1113,Data & AI,534.69,2025-02-20,Open,4,1388,2024-09-02
4748,950,Marketing,2406.82,2025-01-22,Open,14,1038,2025-04-11
4749,200,UI/UX,993.96,2025-04-19,Completed,15,663,2025-11-23
4750,579,UI/UX,1864.44,2025-05-26,Open,14,2611,2025-01-30
4751,755,Web Development,677.69,2024-08-25,Cancelled,2,990,2025-05-13
4752,638,Data & AI,2040.59,2025-07-21,Open,4,2034,2025-03-30
4753,302,Web Development,1492.63,2026-01-31,Cancelled,9,2787,2025-04-18
4754,592,Marketing,1576.34,2026-01-21,Cancelled,12,2289,2024-12-27
4755,743,Cloud,2109.60,2024-12-31,Completed,1,406,2025-07-06
4756,1153,UI/UX,1652.82,2025-07-18,Completed,1,1958,2025-04-14
4757,567,UI/UX,2854.87,2024-04-25,Cancelled,7,2626,2025-03-15
4758,432,Content,2561.62,2025-06-03,Open,2,391,2025-11-14
4759,198,Web Development,2022.29,2025-11-14,Completed,9,2303,2025-08-31
4760,770,Marketing,1776.13,2024-09-12,Completed,10,2691,2024-09-10
4761,928,UI/UX,407.78,2025-01-29,Cancelled,11,1093,2025-01-20
4762,145,Cloud,1901.29,2024-05-08,Completed,4,1609,2025-11-20
4763,1114,Cloud,906.44,2024-05-21,Cancelled,13,1226,2026-02-01
4764,356,Data & AI,640.88,2024-09-09,Completed,3,2568,2025-07-10
4765,893,Content,2020.57,2024-10-05,Completed,3,1261,2025-08-25
4766,1023,Content,2471.00,2024-08-24,Open,12,1134,2025-09-01
4767,1059,Web Development,715.34,2026-01-02,Completed,7,1613,2025-05-04
4768,934,Web Development,1822.72,2025-01-19,Cancelled,11,2272,2024-12-22
4769,428,Content,1322.40,2024-05-12,Completed,11,1367,2025-06-19
4770,934,UI/UX,2740.97,2025-11-26,Open,10,2488,2024-08-14
4771,475,Data & AI,1512.96,2025-10-03,Open,9,821,2025-02-03
4772,1122,Content,2090.05,2025-08-30,Open,14,1055,2025-11-19
4773,562,Marketing,437.38,2024-05-25,Cancelled,2,1746,2025-07-22
4774,428,UI/UX,2014.65,2024-11-23,Open,15,674,2024-10-05
4775,564,UI/UX,2190.65,2025-03-23,Open,13,2390,2025-10-21
4776,635,Content,1668.96,2024-06-26,Open,14,534,2024-09-11
4777,1,Content,482.05,2024-06-06,Cancelled,7,2241,2025-06-04
4778,889,Marketing,1838.01,2024-11-10,Open,15,1956,2025-04-21
4779,51,UI/UX,1291.31,2024-07-18,Cancelled,5,1512,2025-03-21
4780,647,UI/UX,160.89,2025-05-10,Completed,12,185,2024-12-20
4781,933,Cloud,2616.56,2025-11-22,Cancelled,4,1082,2025-06-16
4782,573,Data & AI,881.28,2024-12-12,Completed,5,2814,2026-01-28
4783,779,Cloud,2325.29,2024-04-18,Cancelled,4,2366,2024-09-26
4784,875,UI/UX,1229.55,2025-08-23,Completed,6,492,2025-09-29
4785,885,Content,2607.92,2024-11-29,Completed,6,1876,2025-08-16
4786,693,UI/UX,190.94,2024-08-02,Completed,2,2883,2025-11-23
4787,241,UI/UX,2170.48,2025-05-29,Open,7,1664,2024-08-15
4788,197,Cloud,1882.97,2026-02-23,Completed,13,698,2025-03-09
4789,679,Data & AI,2493.20,2024-04-26,Cancelled,15,598,2025-07-28
4790,64,Data & AI,1639.97,2025-09-19,Completed,14,2912,2025-05-15
4791,640,Data & AI,2280.90,2025-09-18,Open,5,631,2025-01-24
4792,43,Marketing,2793.31,2025-06-15,Cancelled,13,2606,2025-06-01
4793,694,Web Development,1928.62,2025-08-11,Completed,10,1795,2025-12-17
4794,32,UI/UX,2824.22,2025-05-30,Completed,11,364,2024-11-23
4795,756,Marketing,474.14,2025-06-27,Completed,7,2904,2025-03-08
4796,804,Cloud,137.38,2025-05-09,Open,5,2858,2025-09-15
4797,1199,Data & AI,1180.88,2024-10-29,Completed,5,2476,2025-10-18
4798,236,UI/UX,1570.17,2025-07-21,Cancelled,4,2094,2026-01-21
4799,1011,Web Development,1915.58,2026-02-03,Open,2,324,2025-04-07
4800,487,Content,1598.22,2024-04-15,Open,8,2997,2025-08-16
4801,1193,UI/UX,2622.73,2024-08-02,Completed,5,2027,2026-01-18
4802,978,Content,1705.64,2024-04-19,Open,12,1975,2024-08-07
4803,1032,Content,2206.45,2024-06-24,Completed,2,390,2026-01-21
4804,682,Marketing,2521.49,2025-02-15,Completed,12,2408,2025-03-20
4805,701,Cloud,2910.53,2025-02-12,Open,13,3,2025-01-28
4806,126,Web Development,1563.64,2024-05-03,Cancelled,10,2189,2025-11-09
4807,1044,UI/UX,2538.51,2025-07-04,Open,15,1921,2025-01-02
4808,297,UI/UX,2083.51,2025-11-24,Completed,8,1078,2025-02-16
4809,34,Cloud,3016.83,2025-11-29,Cancelled,5,1285,2025-04-13
4810,1007,Web Development,1495.84,2024-05-08,Cancelled,4,2277,2025-10-08
4811,529,Data & AI,2431.80,2025-01-29,Completed,5,2174,2026-02-16
4812,812,UI/UX,1549.12,2025-05-15,Completed,9,976,2025-02-12
4813,472,Web Development,1002.25,2024-10-21,Completed,10,1078,2024-09-10
4814,113,Web Development,2013.79,2024-08-14,Open,15,2923,2025-11-02
4815,127,Data & AI,2353.33,2026-01-10,Completed,11,598,2025-04-12
4816,627,Data & AI,929.77,2025-01-10,Open,1,1477,2025-09-01
4817,1037,Web Development,194.28,2024-05-10,Cancelled,2,1060,2025-10-26
4818,310,UI/UX,328.21,2024-11-22,Cancelled,9,2992,2025-08-18
4819,615,Marketing,1009.05,2025-05-03,Completed,2,395,2024-12-13
4820,1048,Web Development,883.65,2024-06-10,Completed,15,818,2025-01-02
4821,1013,Data & AI,909.45,2025-02-09,Open,13,786,2026-02-10
4822,826,Content,1382.13,2025-08-29,Completed,9,1807,2025-07-09
4823,824,Data & AI,2162.85,2026-03-03,Completed,14,1904,2026-01-07
4824,819,Content,1375.81,2025-08-16,Open,4,1082,2025-12-04
4825,254,Data & AI,468.65,2025-09-16,Completed,15,2181,2024-10-12
4826,912,Data & AI,713.89,2024-08-28,Completed,14,2425,2025-06-12
4827,257,Web Development,2628.95,2024-09-08,Completed,5,2419,2025-04-17
4828,651,Cloud,901.52,2024-05-21,Cancelled,5,2013,2025-11-09
4829,44,Web Development,2023.48,2026-01-14,Completed,10,2693,2025-06-17
4830,991,UI/UX,1821.81,2025-12-01,Open,4,1466,2024-08-19
4831,141,Data & AI,2375.54,2024-08-05,Open,15,258,2024-11-09
4832,839,UI/UX,1247.41,2025-12-20,Cancelled,2,1357,2024-10-30
4833,877,Data & AI,245.67,2024-05-11,Completed,6,1144,2025-03-03
4834,998,Marketing,2118.72,2024-05-19,Cancelled,12,538,2024-12-02
4835,287,Marketing,329.92,2025-12-06,Completed,13,2162,2025-05-27
4836,975,Marketing,852.54,2024-05-12,Open,14,1381,2025-10-02
4837,309,Marketing,2790.79,2025-09-18,Cancelled,6,970,2025-09-26
4838,700,Data & AI,2642.23,2025-10-16,Open,13,119,2025-06-02
4839,119,Marketing,1551.49,2026-03-11,Completed,15,2557,2026-02-01
4840,325,Cloud,400.64,2024-10-07,Completed,5,2366,2024-11-29
4841,61,Content,1069.78,2025-12-08,Cancelled,11,1376,2025-05-15
4842,1060,UI/UX,1995.41,2025-06-25,Cancelled,11,99,2026-02-04
4843,821,Data & AI,1451.24,2024-11-29,Open,2,1174,2024-11-07
4844,416,UI/UX,1188.59,2025-07-08,Completed,4,750,2024-07-29
4845,721,UI/UX,2303.70,2026-02-15,Cancelled,9,2574,2025-01-28
4846,328,Content,1498.82,2024-09-25,Completed,4,1264,2025-02-20
4847,1135,Web Development,1702.86,2025-07-29,Completed,7,1658,2025-07-13
4848,1165,Web Development,2961.03,2025-05-12,Completed,3,2382,2025-11-01
4849,527,Web Development,273.48,2025-08-23,Open,13,221,2025-09-04
4850,370,Cloud,2614.68,2026-01-13,Open,15,2201,2024-10-19
4851,173,UI/UX,3045.18,2024-06-26,Cancelled,15,2941,2024-08-05
4852,1059,Content,2486.35,2026-02-01,Cancelled,3,1806,2024-09-01
4853,317,Content,1195.40,2025-01-14,Open,2,452,2025-08-05
4854,320,Marketing,875.71,2025-06-28,Open,2,1883,2025-07-16
4855,723,Content,536.58,2024-08-16,Completed,10,2769,2024-08-24
4856,443,Data & AI,2367.88,2024-08-21,Open,14,720,2024-12-06
4857,390,Cloud,1066.96,2024-07-30,Cancelled,3,2828,2025-10-12
4858,1183,Content,2297.81,2024-08-27,Open,3,777,2025-09-09
4859,81,Web Development,299.27,2025-07-14,Open,11,884,2026-01-24
4860,826,Content,2507.72,2024-12-30,Cancelled,9,2317,2025-12-28
4861,69,Cloud,382.62,2025-08-18,Open,7,2454,2024-08-12
4862,772,Web Development,2905.16,2024-07-16,Completed,9,1778,2026-01-06
4863,597,Web Development,2863.64,2025-02-26,Completed,7,1128,2026-03-13
4864,952,UI/UX,2335.23,2024-12-08,Completed,6,211,2025-07-10
4865,1118,Cloud,2211.23,2025-08-27,Open,9,473,2025-01-25
4866,124,Cloud,1948.37,2024-04-30,Open,11,2909,2025-05-23
4867,330,Content,2872.77,2025-06-15,Cancelled,5,979,2025-05-16
4868,977,Cloud,3071.32,2024-09-02,Open,2,1114,2025-10-10
4869,530,Web Development,2368.71,2025-06-28,Completed,15,1966,2025-08-03
4870,958,Cloud,566.91,2026-01-18,Cancelled,3,1290,2025-12-11
4871,190,Data & AI,1171.28,2025-04-27,Cancelled,10,2428,2025-07-29
4872,890,Cloud,3062.58,2025-11-17,Open,6,476,2025-08-23
4873,758,Data & AI,191.03,2025-11-04,Open,10,2649,2024-11-14
4874,822,Data & AI,528.04,2025-07-19,Open,6,2408,2025-07-22
4875,470,Web Development,831.33,2025-07-31,Cancelled,9,330,2025-10-24
4876,332,Content,2312.88,2024-07-29,Cancelled,12,1324,2025-01-10
4877,1013,Cloud,1483.88,2025-06-27,Open,3,2587,2024-08-08
4878,900,Web Development,1623.45,2025-10-27,Cancelled,8,2742,2025-06-24
4879,56,UI/UX,2618.19,2025-10-24,Open,14,2393,2025-06-03
4880,732,Cloud,198.42,2025-10-25,Open,10,2203,2025-08-06
4881,537,Data & AI,2050.66,2024-08-06,Completed,1,674,2025-09-24
4882,240,Cloud,1233.60,2026-02-21,Open,1,2803,2025-05-06
4883,888,Content,2049.32,2025-07-31,Open,4,2302,2024-08-13
4884,680,Marketing,2867.33,2025-01-23,Cancelled,8,1142,2025-03-29
4885,867,Web Development,859.44,2025-04-12,Cancelled,8,1274,2024-11-06
4886,741,Data & AI,1114.91,2025-12-08,Cancelled,6,187,2025-10-13
4887,789,Web Development,1124.43,2025-09-14,Completed,1,2698,2025-05-19
4888,993,Web Development,2497.86,2024-07-04,Completed,5,1805,2026-02-23
4889,1097,Web Development,767.29,2025-11-16,Open,2,2528,2024-10-21
4890,510,Data & AI,346.77,2025-09-14,Cancelled,7,1222,2024-10-20
4891,1195,Content,1365.75,2025-06-15,Open,10,2141,2025-03-13
4892,85,Cloud,2355.83,2025-02-14,Cancelled,5,2611,2025-02-11
4893,176,Marketing,630.19,2025-12-14,Completed,10,1427,2026-01-18
4894,763,Data & AI,1319.41,2025-12-16,Completed,11,2338,2025-01-19
4895,484,Cloud,2054.99,2024-07-09,Open,15,1811,2025-01-08
4896,472,Data & AI,778.29,2024-06-21,Cancelled,11,1691,2024-11-07
4897,1076,Data & AI,2479.74,2026-02-14,Cancelled,4,1791,2025-12-22
4898,1099,Content,3080.59,2025-02-10,Completed,4,1784,2025-04-22
4899,136,Web Development,2790.94,2025-08-13,Completed,14,2430,2024-11-11
4900,729,Marketing,485.85,2025-06-28,Cancelled,15,1783,2024-11-21
4901,475,Content,2850.02,2025-07-24,Cancelled,4,560,2025-07-23
4902,731,Cloud,1572.72,2025-10-05,Cancelled,12,2486,2025-08-04
4903,318,UI/UX,2192.45,2025-01-30,Open,10,2721,2024-12-16
4904,492,Web Development,1224.27,2025-09-19,Open,11,1957,2024-08-14
4905,236,Cloud,3057.92,2026-01-08,Cancelled,1,432,2024-09-21
4906,784,Content,1765.73,2025-07-07,Open,7,957,2025-10-23
4907,324,Web Development,375.45,2025-05-18,Open,5,1511,2025-09-09
4908,889,Marketing,1489.08,2025-11-25,Open,10,2091,2025-05-23
4909,1011,Content,2822.89,2026-03-10,Completed,7,909,2025-05-13
4910,236,Marketing,2842.74,2024-10-18,Cancelled,1,1791,2025-09-07
4911,60,Data & AI,1030.99,2025-09-30,Cancelled,7,1588,2025-03-28
4912,66,Content,2636.43,2025-03-13,Open,2,2193,2024-12-29
4913,239,Marketing,930.90,2025-02-28,Cancelled,7,1661,2024-10-06
4914,244,Marketing,2211.69,2025-01-21,Completed,14,1362,2024-10-16
4915,935,Content,2222.24,2024-07-08,Cancelled,1,1610,2025-03-14
4916,557,Data & AI,2828.88,2025-10-14,Open,12,517,2025-05-31
4917,577,UI/UX,2455.70,2026-02-18,Cancelled,7,1144,2025-10-21
4918,282,Marketing,2280.29,2025-03-15,Completed,4,1265,2025-09-13
4919,906,UI/UX,1562.98,2025-09-20,Cancelled,8,1137,2025-11-18
4920,829,Marketing,1252.56,2026-02-08,Open,6,2789,2025-02-27
4921,387,Cloud,680.59,2025-08-13,Cancelled,2,830,2026-02-02
4922,976,Data & AI,2418.31,2026-02-06,Completed,11,1729,2024-10-06
4923,237,UI/UX,257.07,2026-03-13,Completed,6,778,2024-09-08
4924,718,Content,1815.47,2024-07-05,Completed,12,225,2024-09-18
4925,326,UI/UX,274.82,2025-03-24,Open,8,828,2024-08-30
4926,1190,UI/UX,2875.32,2025-03-03,Open,12,2664,2025-04-10
4927,349,Content,2425.97,2026-03-12,Cancelled,11,2268,2024-12-12
4928,157,Cloud,241.35,2025-02-08,Cancelled,6,2138,2026-01-04
4929,439,Marketing,2100.06,2024-05-13,Completed,7,2854,2024-10-07
4930,276,Content,734.12,2024-08-29,Cancelled,3,5,2025-11-22
4931,333,Cloud,2166.39,2025-04-25,Completed,4,65,2025-08-21
4932,503,Marketing,278.81,2025-01-08,Open,9,2108,2025-07-08
4933,706,Marketing,2597.54,2025-10-30,Completed,15,1673,2026-01-28
4934,483,Cloud,831.20,2025-09-16,Completed,13,1451,2025-08-26
4935,440,UI/UX,1544.59,2024-12-16,Completed,7,2869,2025-11-23
4936,1150,Web Development,779.66,2026-01-13,Completed,11,162,2026-02-26
4937,706,Web Development,1203.63,2025-07-15,Completed,11,2850,2025-02-03
4938,216,Marketing,555.22,2025-11-10,Open,3,1154,2024-07-27
4939,259,Marketing,929.00,2024-09-14,Cancelled,15,1835,2025-02-04
4940,186,Web Development,745.02,2025-05-05,Completed,9,735,2025-07-09
4941,122,Data & AI,1896.81,2024-10-31,Cancelled,6,827,2025-08-19
4942,182,Marketing,1372.94,2024-11-02,Open,10,1320,2025-06-14
4943,520,Data & AI,1045.70,2025-12-29,Cancelled,14,2326,2024-09-12
4944,566,Web Development,1530.43,2024-04-15,Cancelled,12,959,2025-01-03
4945,424,Web Development,928.75,2024-04-19,Open,12,528,2025-03-10
4946,465,Cloud,1489.25,2024-07-03,Completed,8,2358,2024-11-26
4947,493,Marketing,1612.41,2024-12-05,Cancelled,13,1314,2024-10-14
4948,782,Content,361.29,2025-07-27,Open,6,2697,2024-11-01
4949,503,UI/UX,127.65,2025-07-06,Open,1,357,2025-12-13
4950,91,Data & AI,1325.73,2025-09-01,Open,2,332,2024-12-08
4951,776,Content,3022.18,2024-10-23,Open,6,2090,2024-07-23
4952,739,Cloud,1096.01,2025-06-27,Open,6,2819,2025-07-06
4953,572,Content,1918.08,2024-05-26,Completed,10,2941,2025-01-23
4954,74,Content,1284.69,2025-09-01,Completed,8,2852,2024-08-04
4955,1046,Content,1451.61,2025-10-22,Open,10,1523,2025-11-26
4956,17,Marketing,2025.36,2025-02-23,Cancelled,12,1423,2025-11-01
4957,52,Cloud,355.57,2025-07-30,Completed,12,1664,2026-01-24
4958,972,Web Development,885.14,2024-11-24,Completed,5,470,2025-08-09
4959,267,Content,156.65,2024-10-13,Open,10,845,2025-03-31
4960,306,Content,3032.70,2024-10-25,Completed,4,979,2026-03-05
4961,912,Content,1260.72,2024-12-20,Open,14,2899,2025-06-28
4962,235,Cloud,2675.38,2024-08-16,Cancelled,4,2966,2025-02-04
4963,932,Cloud,2177.40,2024-12-31,Cancelled,9,188,2024-12-14
4964,1181,UI/UX,952.29,2024-10-08,Cancelled,10,221,2025-08-15
4965,1006,UI/UX,3018.69,2024-05-30,Open,5,2573,2026-02-20
4966,695,UI/UX,2988.50,2025-05-08,Cancelled,1,1290,2026-03-13
4967,1199,Web Development,1702.40,2025-05-31,Completed,1,2815,2025-11-28
4968,647,Data & AI,1278.21,2025-07-10,Cancelled,7,2509,2025-07-01
4969,1089,Cloud,697.11,2025-06-05,Cancelled,15,47,2025-02-07
4970,930,UI/UX,3076.50,2024-10-29,Open,3,2303,2025-05-31
4971,476,Cloud,3074.63,2025-03-13,Open,14,2466,2025-09-24
4972,724,Marketing,2329.33,2024-10-02,Completed,3,2779,2026-03-06
4973,399,UI/UX,1608.11,2025-05-29,Completed,3,1760,2025-06-15
4974,745,Web Development,2833.25,2025-01-02,Cancelled,6,2476,2024-07-22
4975,307,Cloud,537.84,2024-04-30,Open,4,2881,2025-01-29
4976,572,Cloud,630.52,2024-05-02,Completed,3,1547,2025-11-17
4977,653,UI/UX,2326.53,2025-05-14,Completed,11,1936,2026-02-25
4978,683,Web Development,1484.92,2025-08-10,Open,3,1637,2024-08-09
4979,1139,Web Development,1454.22,2025-09-08,Open,1,818,2024-09-25
4980,636,Marketing,2988.20,2025-09-18,Open,12,1315,2025-06-09
4981,70,Cloud,341.17,2026-01-27,Cancelled,1,1509,2024-12-06
4982,553,Data & AI,1925.81,2024-11-23,Open,13,1113,2025-03-16
4983,1096,Data & AI,2132.05,2026-02-03,Open,1,850,2025-04-27
4984,252,Data & AI,528.54,2025-11-08,Open,5,354,2026-02-21
4985,1079,Data & AI,110.91,2026-01-22,Cancelled,12,1469,2025-03-18
4986,108,Cloud,1540.94,2025-12-18,Cancelled,15,2259,2026-01-01
4987,823,Web Development,186.94,2026-01-27,Completed,12,692,2025-06-22
4988,136,UI/UX,2019.11,2025-08-17,Cancelled,13,1488,2026-01-22
4989,702,Cloud,608.99,2024-06-20,Completed,1,328,2025-01-14
4990,959,Web Development,2091.49,2025-11-17,Completed,10,2506,2025-03-13
4991,1154,Content,1813.51,2025-02-09,Open,6,383,2025-05-25
4992,1095,Marketing,2722.21,2025-07-29,Open,9,1868,2025-11-08
4993,461,Content,870.20,2025-04-29,Cancelled,14,744,2026-01-09
4994,674,Data & AI,279.22,2024-11-30,Completed,4,880,2025-12-10
4995,271,UI/UX,227.07,2024-05-26,Open,3,1846,2026-02-03
4996,614,Content,1300.69,2024-12-19,Cancelled,5,2763,2025-09-26
4997,1122,Web Development,173.68,2026-01-13,Open,3,1775,2025-12-20
4998,769,Marketing,629.98,2024-08-02,Cancelled,6,1173,2025-03-02
4999,41,UI/UX,2760.18,2024-04-20,Completed,5,2263,2025-06-11
5000,337,Web Development,149.69,2025-09-19,Completed,1,1105,2024-11-08
5001,789,Web Development,2614.34,2025-01-22,Open,5,2907,2025-06-20
5002,23,Data & AI,2602.23,2024-08-11,Cancelled,12,959,2025-08-27
5003,373,Cloud,2997.43,2026-02-17,Cancelled,5,408,2026-01-03
5004,945,Cloud,2928.41,2025-06-09,Open,2,2988,2024-09-07
5005,835,Web Development,1029.00,2024-08-18,Completed,1,2844,2025-10-20
5006,522,UI/UX,2958.41,2026-01-22,Open,13,1225,2026-01-06
5007,1119,Marketing,475.02,2024-07-28,Open,10,1580,2025-03-16
5008,515,Data & AI,2909.11,2024-10-28,Completed,15,9,2024-08-15
5009,820,Cloud,2769.60,2024-07-03,Cancelled,14,333,2025-07-25
5010,1038,Data & AI,1350.36,2025-06-02,Completed,6,1949,2025-03-13
5011,908,Cloud,1133.72,2024-11-27,Open,9,441,2024-10-19
5012,893,UI/UX,200.84,2024-06-22,Completed,14,2073,2025-06-01
5013,614,Content,2295.95,2025-02-12,Completed,10,1288,2025-07-03
5014,1088,UI/UX,2239.36,2025-02-26,Open,13,299,2025-01-28
5015,368,Cloud,3055.46,2024-11-23,Completed,15,2548,2025-05-09
5016,583,Content,2185.14,2025-04-22,Open,10,1041,2025-04-07
5017,636,Web Development,430.30,2025-11-05,Open,11,1135,2025-12-31
5018,171,Cloud,2723.79,2024-05-06,Cancelled,11,162,2024-09-13
5019,480,Marketing,2772.29,2026-01-25,Completed,15,2519,2025-04-25
5020,445,UI/UX,1813.40,2025-11-17,Completed,7,910,2025-07-12
5021,1161,Web Development,214.84,2024-06-30,Cancelled,4,657,2024-08-18
5022,487,UI/UX,197.02,2025-03-09,Open,12,2101,2024-10-20
5023,120,Data & AI,2766.83,2025-11-23,Cancelled,13,110,2024-09-08
5024,60,UI/UX,2412.53,2025-12-07,Cancelled,13,2078,2025-02-08
5025,611,Content,2111.51,2025-02-01,Completed,5,896,2024-09-21
5026,30,Web Development,828.80,2024-08-10,Cancelled,11,1929,2024-12-02
5027,67,Web Development,2076.09,2024-08-18,Completed,2,2288,2025-12-03
5028,642,Content,1875.65,2024-10-15,Cancelled,2,2722,2025-11-23
5029,918,Data & AI,2817.07,2025-05-30,Cancelled,11,342,2025-01-30
5030,496,Cloud,2003.61,2025-01-12,Open,1,930,2025-01-06
5031,372,Marketing,1135.52,2024-11-13,Open,4,1447,2025-05-08
5032,520,UI/UX,2333.65,2024-04-30,Completed,10,1692,2025-05-17
5033,312,Marketing,2622.57,2026-02-21,Cancelled,8,601,2025-07-10
5034,1054,Data & AI,1913.77,2025-01-18,Completed,9,930,2025-06-21
5035,488,Data & AI,530.23,2025-06-09,Open,8,1096,2024-12-14
5036,605,Cloud,1003.49,2025-06-26,Open,12,1337,2024-08-18
5037,5,Data & AI,2903.49,2026-01-18,Cancelled,12,624,2026-01-06
5038,461,Marketing,2883.54,2024-12-10,Cancelled,14,2244,2025-09-15
5039,1030,Marketing,1056.73,2024-09-05,Cancelled,1,956,2025-09-20
5040,103,Content,3064.57,2024-10-20,Open,5,378,2025-09-11
5041,313,UI/UX,1992.42,2024-04-24,Completed,11,1478,2025-03-01
5042,985,Cloud,632.74,2026-02-15,Cancelled,6,1196,2025-01-11
5043,582,Cloud,2051.78,2025-11-27,Open,1,2867,2025-01-30
5044,771,Data & AI,3076.19,2025-04-06,Completed,10,1119,2024-12-02
5045,154,Cloud,1460.44,2025-05-26,Cancelled,11,968,2025-08-26
5046,1139,Data & AI,2085.24,2024-08-26,Cancelled,4,2786,2024-11-28
5047,150,Data & AI,1574.45,2025-03-02,Completed,2,1216,2025-03-17
5048,600,UI/UX,2905.79,2024-12-28,Open,11,539,2025-04-17
5049,918,Data & AI,2986.99,2026-01-29,Open,4,1007,2024-08-12
5050,200,Web Development,3019.16,2026-01-27,Cancelled,7,507,2025-06-18
5051,730,Data & AI,902.49,2025-01-08,Open,3,1806,2025-11-12
5052,717,Content,573.87,2025-12-14,Open,7,548,2025-01-04
5053,304,Data & AI,2039.12,2024-10-16,Open,15,963,2024-07-26
5054,1065,UI/UX,1960.67,2024-04-12,Completed,13,371,2024-09-02
5055,1154,Data & AI,1157.86,2024-12-23,Completed,15,1727,2026-01-20
5056,834,UI/UX,2107.20,2025-05-20,Completed,1,1384,2024-08-09
5057,883,Web Development,2543.18,2026-01-07,Open,5,2309,2025-09-07
5058,573,Web Development,873.47,2025-10-11,Cancelled,5,1237,2024-08-05
5059,781,Content,621.77,2025-01-08,Open,15,2794,2025-05-02
5060,831,Data & AI,2555.46,2024-11-29,Cancelled,1,907,2024-09-17
5061,823,UI/UX,3001.90,2025-01-23,Completed,4,2653,2024-11-08
5062,165,Cloud,420.06,2024-11-23,Completed,1,1297,2025-01-20
5063,250,UI/UX,2862.14,2025-07-24,Open,1,1741,2025-07-08
5064,815,Web Development,884.36,2024-11-01,Open,10,2823,2026-01-11
5065,201,Content,2368.40,2024-04-25,Open,15,155,2025-11-07
5066,890,UI/UX,1812.04,2025-03-21,Open,3,2753,2025-07-02
5067,282,Content,1081.09,2025-10-04,Cancelled,11,55,2026-01-20
5068,325,Data & AI,2786.80,2024-11-14,Cancelled,11,1157,2026-01-18
5069,432,Data & AI,1879.77,2025-11-03,Open,14,420,2025-07-24
5070,597,Cloud,220.68,2025-01-27,Cancelled,12,2261,2025-12-16
5071,331,Marketing,980.15,2024-05-19,Completed,11,1468,2024-08-18
5072,60,Cloud,202.14,2025-10-17,Completed,5,2626,2024-11-10
5073,208,Web Development,1178.78,2024-12-28,Cancelled,6,2484,2025-08-17
5074,386,Cloud,1395.93,2024-07-11,Open,5,2721,2025-07-17
5075,204,Data & AI,242.42,2025-05-20,Cancelled,3,2543,2025-09-04
5076,160,Cloud,2675.48,2025-04-14,Completed,15,2629,2025-07-19
5077,1042,Web Development,2881.16,2024-10-04,Completed,10,1898,2024-12-26
5078,752,Content,3030.16,2024-12-29,Completed,14,2522,2025-09-25
5079,1028,Data & AI,1552.88,2025-04-04,Open,6,1904,2024-10-25
